id_cliente,score_credito,pais,sexo_biologico,idade,anos_de_cliente,saldo,servicos_adquiridos,tem_cartao_credito,membro_ativo,salario_estimado,churn
15732476,600,França,Mulher,27,3,0.0,2,0,1,125698.97,0
15747724,671,Espanha,Mulher,34,10,0.0,1,1,0,23235.38,0
15633877,706,Espanha,Mulher,42,8,95386.82,1,1,1,75732.25,0
15672516,541,Alemanha,Homem,51,7,90373.28,2,1,0,179861.79,0
15607827,711,Alemanha,Homem,34,4,133467.77,2,1,1,42976.64,0
15751336,630,Espanha,Homem,30,3,0.0,2,0,1,10486.69,0
15646539,531,França,Homem,31,3,96288.26,1,1,0,56794.73,0
15756901,641,França,Mulher,26,4,91547.84,2,0,1,28157.34,0
15809286,631,Alemanha,Homem,37,8,138292.64,2,0,0,152422.91,1
15759021,685,França,Homem,35,9,0.0,1,1,0,167033.83,0
15725039,702,Espanha,Homem,32,8,71667.74,1,1,1,126082.18,0
15579130,708,Alemanha,Mulher,43,0,118994.84,1,1,0,181499.77,1
15754112,653,Espanha,Homem,55,7,0.0,2,1,1,41967.03,0
15735522,654,Alemanha,Homem,37,2,145610.07,2,0,0,186300.59,0
15613326,596,França,Mulher,33,1,138162.81,1,1,0,85412.54,0
15739502,549,Alemanha,Mulher,31,9,135020.21,2,1,1,23343.18,0
15670914,754,França,Homem,38,2,0.0,2,1,0,180698.32,0
15604073,815,Alemanha,Mulher,25,8,135161.67,1,1,1,136071.05,0
15806027,556,França,Mulher,52,9,0.0,1,1,0,175149.2,1
15574886,706,França,Homem,32,6,94486.47,1,1,1,146949.74,0
15707120,850,França,Homem,46,9,117640.39,1,1,0,88920.68,0
15800845,732,Espanha,Mulher,33,8,111379.55,1,1,1,45098.62,0
15603914,614,França,Homem,40,6,0.0,1,1,1,20339.79,1
15722765,580,Espanha,Mulher,57,0,136820.99,1,0,1,108528.74,0
15783305,593,França,Mulher,46,7,98752.51,1,1,0,145560.38,0
15574842,653,Alemanha,Mulher,25,2,158266.42,3,1,1,199357.24,0
15607837,746,França,Mulher,29,4,105599.67,1,1,1,43106.17,0
15714877,662,França,Mulher,29,10,0.0,2,1,0,137508.31,0
15782941,573,França,Homem,31,2,0.0,2,1,1,91957.39,0
15630167,684,Espanha,Mulher,39,4,139723.9,1,1,1,120612.11,0
15759038,793,França,Mulher,41,3,141806.46,1,1,0,102921.17,0
15661821,798,Alemanha,Mulher,49,5,132571.67,1,1,1,31686.33,1
15728006,524,França,Homem,40,2,180516.9,1,1,0,180002.42,0
15712176,816,França,Homem,31,8,0.0,2,1,1,28407.4,0
15689351,742,Alemanha,Mulher,41,4,92805.72,1,0,1,73743.95,1
15782247,540,França,Homem,22,4,0.0,3,1,1,186233.26,1
15769064,537,Alemanha,Homem,39,3,135309.36,1,1,0,31728.86,1
15718153,759,Espanha,Mulher,74,6,128917.84,1,1,1,48244.64,0
15613189,774,França,Mulher,52,2,56580.93,1,1,0,113266.28,1
15661734,608,Alemanha,Homem,42,8,131390.75,2,1,0,71178.09,0
15592645,704,Espanha,Homem,37,4,0.0,2,0,0,25684.93,0
15768387,581,França,Homem,41,8,0.0,2,0,0,29737.14,0
15792525,628,Alemanha,Mulher,61,1,97361.66,1,1,1,149922.38,1
15586976,566,França,Mulher,42,6,0.0,1,1,0,180702.12,1
15790659,701,Espanha,Homem,59,7,0.0,2,0,1,27597.59,0
15691446,735,Espanha,Homem,29,10,0.0,2,1,1,95025.27,0
15772632,680,França,Mulher,34,1,0.0,2,1,0,167035.07,0
15706587,560,França,Homem,57,0,0.0,2,0,1,116781.71,0
15572461,663,Alemanha,Mulher,29,4,102714.65,2,0,0,21170.81,0
15654409,665,França,Mulher,34,5,67816.72,1,1,1,29641.58,0
15568025,758,França,Homem,51,8,81710.46,1,1,1,116520.07,0
15715769,621,França,Homem,26,2,75237.54,1,0,1,44220.4,0
15667458,764,Alemanha,Homem,28,10,124023.18,1,1,0,166188.28,0
15567980,537,Alemanha,Mulher,46,5,100727.5,1,0,1,140857.76,1
15679294,589,França,Mulher,46,10,107238.85,2,1,0,37024.28,0
15606507,555,França,Homem,24,5,0.0,2,1,0,27513.47,0
15578825,734,França,Mulher,29,0,139994.66,1,1,0,17744.72,0
15619935,783,Espanha,Mulher,59,9,126224.87,1,1,1,4423.63,0
15636089,678,Alemanha,Mulher,51,1,145751.03,1,0,0,109718.44,1
15727490,661,França,Homem,47,5,0.0,1,0,1,107243.31,1
15591766,607,Espanha,Mulher,25,4,121166.89,1,0,1,115288.24,0
15641629,537,Espanha,Mulher,38,1,0.0,2,0,1,41233.97,0
15813303,513,Espanha,Homem,88,10,0.0,2,1,1,52952.24,0
15756920,576,França,Homem,63,9,70655.48,1,0,0,78955.8,1
15726403,660,Alemanha,Homem,41,1,129901.21,1,1,0,26025.6,1
15592765,637,França,Homem,40,8,125470.81,1,1,1,174536.17,0
15704442,672,França,Mulher,53,9,169406.33,4,1,1,147311.47,1
15641136,629,França,Homem,32,2,0.0,2,0,1,77965.44,0
15725818,583,Alemanha,Homem,40,4,107041.3,1,1,1,5635.63,0
15612071,763,Espanha,Mulher,32,10,95153.77,1,0,1,81310.1,0
15719809,516,Alemanha,Homem,32,3,145166.09,2,0,0,111421.45,0
15716518,617,França,Mulher,27,4,0.0,2,0,0,190269.21,0
15742210,700,França,Homem,38,9,65962.63,1,1,1,100950.48,0
15630617,727,Alemanha,Homem,36,6,140418.81,1,1,1,113033.73,1
15720838,689,Espanha,Mulher,31,3,139799.63,1,0,1,120663.57,0
15595537,626,Alemanha,Homem,49,9,171787.84,2,1,0,187192.23,0
15623196,686,França,Homem,38,6,149238.97,1,1,1,97825.23,0
15679249,351,Alemanha,Mulher,57,4,163146.46,1,1,0,169621.69,1
15693199,739,França,Mulher,37,8,0.0,2,1,0,191557.1,1
15661219,627,França,Homem,32,10,0.0,2,1,0,103287.62,0
15617136,451,Alemanha,Mulher,38,9,61482.47,1,1,1,167538.66,0
15760294,512,França,Mulher,41,8,145150.28,1,1,0,64869.32,1
15652808,774,França,Mulher,41,5,126670.37,1,1,0,102426.06,0
15657139,652,França,Mulher,40,8,84390.8,2,0,1,107876.2,0
15803790,638,Alemanha,Homem,37,2,89728.86,2,1,1,37294.88,0
15764105,475,França,Mulher,57,1,0.0,2,1,0,89248.99,0
15672610,567,Espanha,Homem,40,4,118628.8,1,0,0,91973.63,0
15766896,750,França,Homem,37,3,0.0,2,1,0,16870.2,0
15587735,850,França,Homem,39,6,96863.13,1,1,1,121681.19,0
15659501,753,França,Mulher,38,6,142263.45,1,0,1,33730.43,0
15745001,683,Espanha,Mulher,36,7,0.0,2,1,0,104786.59,0
15651140,710,França,Mulher,32,3,0.0,1,1,0,94790.34,0
15571148,645,Espanha,Mulher,21,1,0.0,2,0,0,28726.07,0
15776824,714,França,Homem,28,6,122724.37,1,1,1,67057.27,0
15633141,696,Alemanha,Mulher,35,4,174902.26,1,1,0,69079.85,0
15764174,612,Espanha,Mulher,26,4,0.0,2,1,1,179780.74,0
15778155,520,Alemanha,Mulher,31,3,108914.17,1,1,1,183572.39,1
15715920,782,Espanha,Homem,23,10,98052.66,1,1,1,142587.32,0
15671917,666,França,Homem,46,5,123873.19,1,1,1,177844.06,0
15666548,466,Alemanha,Mulher,56,2,111920.13,3,1,0,197634.11,1
15625623,567,França,Mulher,45,4,0.0,2,0,1,121053.19,0
15748123,613,França,Homem,20,3,0.0,2,1,1,149613.77,0
15648735,718,França,Homem,37,8,0.0,2,1,1,142.81,0
15634974,614,França,Mulher,37,8,75150.34,4,0,1,131766.67,1
15713378,711,França,Homem,38,10,0.0,2,0,0,53311.78,0
15753370,691,Alemanha,Mulher,38,5,114753.76,1,1,0,107665.02,0
15782659,527,França,Homem,32,0,0.0,1,1,0,109523.88,0
15583364,476,França,Mulher,32,6,111871.93,1,0,0,112132.86,0
15625942,619,Espanha,Mulher,45,0,0.0,2,0,0,113645.4,0
15720284,607,Alemanha,Mulher,37,4,135927.06,1,0,0,180890.4,0
15679642,695,Espanha,Homem,44,8,0.0,2,1,1,70974.13,0
15628007,653,França,Homem,33,1,0.0,2,0,0,53379.52,0
15661974,677,França,Homem,46,2,57037.74,1,1,1,158531.01,0
15689341,655,França,Mulher,50,10,0.0,4,1,0,179267.94,1
15607993,625,França,Mulher,52,2,79468.96,1,1,1,84606.03,0
15693267,679,Alemanha,Mulher,34,7,121063.85,1,1,0,56984.58,0
15769522,734,França,Homem,51,1,118537.47,1,1,1,116912.45,0
15755825,666,França,Homem,39,10,0.0,2,1,0,102999.33,0
15598175,592,Alemanha,Mulher,26,4,105082.07,2,1,0,132801.57,0
15744327,564,França,Homem,40,4,0.0,1,1,0,85455.62,1
15798666,814,França,Mulher,36,6,0.0,2,1,1,98657.01,0
15577064,592,Alemanha,Homem,36,2,104702.65,2,1,0,107948.72,0
15759436,758,França,Mulher,50,2,95813.76,3,1,1,67944.09,1
15690231,612,Espanha,Mulher,62,0,167026.61,2,1,1,192892.05,0
15751561,498,Alemanha,Homem,61,7,102453.26,1,1,0,187247.56,1
15739068,638,Alemanha,Homem,25,4,148045.45,2,1,1,114722.42,0
15758056,558,França,Homem,35,1,0.0,2,0,0,111687.57,0
15742269,756,França,Mulher,24,1,0.0,2,1,0,184182.25,0
15726490,782,Espanha,Homem,52,4,0.0,1,1,1,52759.82,1
15738411,505,França,Homem,34,10,104498.79,1,0,1,126451.14,0
15727919,671,Espanha,Mulher,29,6,0.0,2,0,0,12048.67,0
15709396,801,França,Homem,42,6,0.0,2,1,1,95804.33,0
15654106,604,França,Homem,26,8,149542.52,2,0,1,197911.52,0
15621653,716,França,Mulher,29,10,87946.39,1,1,1,182531.74,0
15598086,624,França,Mulher,45,3,68639.57,1,1,0,168002.31,1
15752300,607,Alemanha,Homem,47,4,148826.32,1,1,1,79450.61,0
15658693,827,França,Mulher,60,2,0.0,2,0,1,60615.83,0
15631838,606,França,Homem,61,5,108166.09,2,0,1,8643.21,0
15803804,717,Alemanha,Mulher,35,5,103214.71,1,1,0,172172.7,0
15578809,651,Alemanha,Homem,40,1,134760.21,2,0,0,174434.06,1
15752026,691,França,Homem,58,3,0.0,1,0,1,194930.3,1
15723706,573,França,Mulher,33,0,90124.64,1,1,0,137476.71,0
15752838,723,Espanha,Homem,38,6,0.0,2,1,1,94415.6,0
15569571,584,Alemanha,Mulher,46,6,87361.02,2,1,0,120376.87,1
15769703,550,Alemanha,Mulher,45,8,111257.59,1,0,0,97623.42,1
15679770,611,França,Mulher,61,3,131583.59,4,0,1,66238.23,1
15791102,549,Alemanha,Homem,41,9,95020.8,3,1,1,131710.59,1
15655192,850,Espanha,Mulher,24,1,0.0,2,0,1,69052.87,0
15709487,668,Alemanha,Homem,34,5,80242.37,2,0,0,56780.97,0
15687130,686,França,Mulher,43,0,0.0,1,1,1,170072.9,0
15755178,660,França,Homem,50,1,0.0,3,1,1,191849.15,1
15634772,682,Espanha,Mulher,59,0,122661.39,1,0,1,84803.76,0
15617197,524,França,Homem,50,4,0.0,2,1,1,31840.59,1
15631240,645,França,Mulher,36,8,0.0,2,1,1,12096.61,1
15784301,850,França,Homem,42,0,0.0,2,1,0,44165.84,0
15631310,537,França,Mulher,53,3,0.0,1,1,1,91406.62,0
15756560,599,Espanha,Mulher,46,7,81742.84,2,1,0,83282.21,0
15732270,727,Espanha,Homem,71,8,0.0,1,1,1,198446.91,1
15739357,756,Espanha,Homem,30,2,145127.85,1,0,0,7554.68,0
15771540,755,França,Homem,38,9,148912.44,1,1,0,80416.16,0
15567486,634,Espanha,Mulher,41,4,0.0,2,1,1,164549.74,0
15714634,837,França,Homem,26,4,89900.24,2,1,0,175477.03,0
15727021,727,Alemanha,Mulher,30,8,119027.28,2,1,1,137903.54,0
15650670,567,Alemanha,Mulher,40,2,105222.86,2,1,0,93795.86,0
15711834,650,Espanha,Mulher,30,6,0.0,1,0,0,67997.13,1
15729763,655,Espanha,Homem,34,1,116114.93,1,1,1,49492.15,0
15646566,763,França,Mulher,58,9,187911.55,1,0,1,35825.18,0
15645463,843,França,Mulher,27,5,0.0,2,1,1,67494.23,0
15672144,667,França,Mulher,38,6,144432.04,1,1,1,73963.17,1
15596088,705,França,Mulher,50,4,77065.9,2,0,1,145159.26,0
15614878,660,Alemanha,Mulher,29,6,180520.29,1,1,1,123850.58,0
15635240,553,França,Homem,42,1,0.0,2,0,0,23822.04,0
15775905,612,Alemanha,Mulher,47,6,130024.87,1,1,1,45750.21,1
15700657,641,Alemanha,Mulher,40,2,110086.69,1,1,0,159773.14,0
15611905,513,Espanha,Mulher,31,5,174853.46,1,1,0,84238.63,0
15652527,680,França,Homem,44,7,108724.98,1,0,1,72330.46,0
15785865,711,França,Homem,58,9,91285.13,2,1,1,26767.85,0
15645942,689,Espanha,Homem,40,2,0.0,2,1,1,164768.82,0
15688691,665,Alemanha,Mulher,51,9,110610.41,2,0,1,1112.76,1
15592736,551,Alemanha,Homem,54,5,102994.04,1,1,0,176680.16,1
15673529,645,Espanha,Homem,36,4,59893.85,2,1,0,43999.64,0
15724145,616,Alemanha,Homem,29,8,149318.55,1,1,0,140746.13,0
15704629,582,França,Mulher,32,1,116409.55,1,0,1,152790.92,0
15597896,365,Alemanha,Homem,30,0,127760.07,1,1,0,81537.85,1
15731790,697,Alemanha,Mulher,38,6,132591.36,1,1,1,7387.8,1
15634719,704,França,Homem,31,0,0.0,2,1,0,183038.33,0
15703205,656,França,Mulher,46,5,113402.14,2,1,1,138849.06,0
15567333,712,França,Mulher,31,7,0.0,2,1,0,170333.38,0
15754537,748,França,Homem,40,0,0.0,1,0,0,60416.76,0
15612030,724,França,Homem,28,9,0.0,2,1,1,100240.2,0
15573242,691,França,Homem,50,6,136953.47,1,1,1,2704.98,0
15601892,563,França,Homem,33,8,0.0,2,0,1,68815.05,0
15663885,741,França,Homem,32,5,0.0,1,1,1,64839.23,0
15701096,778,França,Homem,44,8,123863.64,1,1,0,144494.94,0
15710450,848,Espanha,Homem,22,7,120811.89,1,1,1,185510.34,0
15790846,634,Alemanha,Homem,38,2,148430.55,1,1,1,56055.72,0
15658956,505,Alemanha,Homem,40,6,47869.69,2,1,1,155061.97,0
15755223,692,Alemanha,Homem,53,7,150926.99,2,0,0,119817.19,0
15787318,537,Alemanha,Mulher,47,6,103163.35,1,1,0,16259.64,1
15737310,633,França,Homem,29,10,130206.28,1,1,0,184654.87,0
15763665,833,França,Mulher,28,4,136674.51,2,0,0,5278.78,0
15668818,592,Espanha,Mulher,40,2,200322.45,1,1,1,113244.73,0
15765812,587,Espanha,Homem,48,1,0.0,2,1,1,8908.0,0
15704844,550,Espanha,Homem,62,7,80927.56,1,0,1,64490.67,0
15744582,680,França,Mulher,24,10,0.0,3,1,0,154971.63,1
15616700,622,Espanha,Mulher,41,9,0.0,2,1,1,155786.39,0
15683521,594,Alemanha,Homem,28,0,142574.71,2,1,0,129084.82,0
15583049,643,Alemanha,Mulher,34,7,160426.07,1,0,1,188533.11,0
15643752,540,França,Homem,25,5,116160.23,1,1,0,13411.67,0
15620398,635,Espanha,Mulher,34,5,98683.47,2,1,0,15733.19,0
15715707,657,França,Homem,32,3,118829.03,2,1,1,73127.61,0
15814209,814,França,Homem,31,1,118870.92,1,1,0,101704.19,0
15733768,600,França,Homem,32,1,0.0,1,1,1,101986.16,0
15755242,682,França,Mulher,46,2,0.0,1,1,1,114442.66,0
15729412,682,França,Homem,38,4,107192.38,1,1,1,15669.17,0
15746564,566,França,Homem,42,3,108010.78,1,1,1,157486.1,0
15588446,550,Espanha,Homem,34,3,0.0,2,0,0,131281.28,0
15665221,630,França,Homem,26,7,129837.72,2,0,1,197001.15,0
15640846,546,Alemanha,Mulher,58,3,106458.31,4,1,0,128881.87,1
15700209,486,França,Homem,63,9,97009.15,1,1,1,85101.0,0
15658360,762,Espanha,Homem,35,9,122929.42,2,0,0,149822.04,0
15602735,692,Alemanha,Homem,45,6,152296.83,4,0,1,108040.86,1
15724834,498,França,Mulher,30,1,0.0,2,0,0,135795.53,0
15800062,850,Espanha,Homem,49,8,0.0,1,0,0,25867.67,1
15685300,603,França,Homem,35,6,128993.76,2,1,0,130483.56,0
15760102,551,França,Mulher,36,5,0.0,1,1,0,183479.12,0
15787026,627,Alemanha,Homem,27,0,185267.45,2,1,1,77027.34,0
15653696,515,França,Mulher,28,9,0.0,2,0,0,94141.75,0
15788946,605,Espanha,Mulher,29,3,116805.82,1,0,0,4092.75,0
15600724,567,Alemanha,Homem,29,5,129750.68,1,1,0,109257.59,0
15574324,568,Alemanha,Mulher,29,2,129177.01,2,0,1,104617.99,0
15707144,571,Alemanha,Homem,25,6,82506.72,2,1,0,167705.07,0
15775891,634,Alemanha,Homem,48,2,107247.69,1,1,1,103712.05,1
15711789,768,Espanha,Mulher,42,3,0.0,1,0,0,161242.99,1
15600879,554,Alemanha,Mulher,36,3,157780.93,2,1,0,6089.13,0
15681196,629,França,Homem,35,1,172170.36,1,1,1,159777.37,0
15716000,638,Espanha,Homem,48,2,0.0,2,1,1,7919.08,0
15766776,576,França,Homem,41,1,0.0,1,1,1,188274.6,0
15680278,661,Espanha,Mulher,42,9,75361.44,1,1,0,27608.12,1
15688637,592,França,Mulher,27,4,0.0,2,1,1,183569.25,0
15591179,702,Espanha,Homem,30,2,0.0,2,1,1,145537.32,0
15677435,647,França,Mulher,29,0,98263.46,2,1,0,164717.95,0
15698619,593,França,Homem,43,9,0.0,2,1,1,76357.43,0
15581036,712,Alemanha,Mulher,40,3,109308.79,2,1,0,120158.72,1
15622117,625,Espanha,Mulher,31,8,0.0,2,1,0,151843.54,0
15599301,538,Alemanha,Mulher,28,6,164365.44,1,0,1,5698.97,0
15581548,637,Espanha,Mulher,22,5,98800.0,1,1,0,122865.55,0
15586870,632,França,Homem,27,4,193125.85,1,1,1,152665.85,0
15735263,736,França,Homem,27,5,51522.75,1,0,1,192131.77,0
15765322,755,França,Homem,23,5,84284.48,2,1,1,62851.6,0
15582944,425,Espanha,Mulher,39,5,0.0,2,1,0,140941.47,0
15687162,461,França,Homem,51,9,119889.84,1,0,0,56767.67,1
15644962,745,França,Homem,21,4,137910.45,1,1,1,177235.23,0
15612615,616,França,Mulher,37,6,0.0,2,1,0,86242.18,0
15813439,587,França,Homem,33,5,100116.82,1,1,0,34215.58,0
15604544,850,Alemanha,Homem,40,4,166082.15,2,0,1,44406.17,0
15761348,601,França,Mulher,38,0,0.0,2,1,0,165196.65,0
15785078,730,Espanha,Homem,26,3,0.0,1,1,0,34542.41,0
15759874,532,França,Homem,44,3,148595.55,1,1,0,74838.64,1
15643658,850,Alemanha,Homem,53,2,94078.97,2,1,0,36980.54,0
15713267,779,Espanha,Mulher,34,5,0.0,2,0,1,111676.63,0
15737782,562,França,Homem,29,9,0.0,1,1,1,25858.68,0
15815490,670,Alemanha,Homem,40,2,164948.98,3,0,0,177028.0,1
15679410,729,França,Mulher,62,4,140549.4,1,1,0,30990.16,1
15756241,767,França,Mulher,44,2,152509.25,1,1,1,136915.15,0
15688409,742,França,Mulher,28,2,191864.51,1,1,0,108457.99,1
15742272,669,França,Mulher,44,8,96418.09,1,0,0,131609.48,1
15717898,542,Espanha,Homem,32,2,131945.94,1,0,1,159737.56,0
15769582,586,França,Homem,29,3,0.0,2,1,1,142238.54,0
15635660,612,Alemanha,Homem,30,9,142910.15,1,1,0,105890.55,1
15576723,740,França,Mulher,37,7,0.0,2,1,1,194270.91,0
15591577,584,França,Homem,35,3,146311.58,1,1,1,105443.47,0
15582325,524,França,Homem,52,2,87894.26,1,1,0,173899.42,1
15693947,614,França,Mulher,19,5,97445.49,2,1,0,122823.34,0
15760446,598,França,Mulher,64,9,0.0,1,0,1,13181.37,1
15611105,799,Espanha,Homem,35,7,0.0,2,0,1,140780.8,0
15630920,724,França,Homem,34,2,154485.74,2,0,0,78560.64,0
15574910,601,França,Homem,50,2,115625.07,1,1,0,185855.21,0
15756472,804,França,Homem,25,7,108396.67,1,1,0,128276.95,0
15682890,745,Alemanha,Homem,38,5,65095.41,2,1,1,140197.42,0
15641994,667,Alemanha,Homem,43,1,103018.45,1,1,0,32462.39,1
15733297,518,França,Mulher,38,10,84764.79,1,1,1,162253.9,0
15767793,819,França,Mulher,38,10,0.0,2,1,0,30498.7,0
15725698,520,Espanha,Mulher,35,4,115680.81,1,1,1,90280.7,0
15813532,625,França,Mulher,39,5,0.0,2,1,0,32615.21,0
15576760,673,Alemanha,Homem,36,5,73088.06,2,0,0,196142.26,0
15732102,656,Alemanha,Mulher,27,3,150905.03,2,1,0,16998.72,0
15739046,850,Espanha,Mulher,23,9,143054.85,1,0,1,62980.96,0
15631927,574,Espanha,Mulher,28,7,0.0,2,0,0,185660.3,0
15672115,679,França,Homem,60,6,0.0,2,1,1,77331.77,0
15618765,530,Alemanha,Mulher,42,0,99948.45,1,0,1,97338.62,0
15679148,508,França,Homem,44,3,115451.05,2,0,0,67234.33,0
15728474,558,Alemanha,Homem,32,4,108235.91,1,1,1,143783.28,0
15636999,414,França,Homem,38,8,0.0,1,0,1,77661.12,1
15754261,648,Espanha,Homem,42,2,98795.61,2,1,0,89123.99,0
15629150,721,França,Mulher,37,1,0.0,2,1,0,70810.8,0
15736274,751,França,Homem,31,8,0.0,2,0,0,17550.49,0
15627697,662,França,Homem,34,2,0.0,2,0,1,21497.27,0
15721585,628,Alemanha,Homem,29,3,113146.98,2,0,1,124749.08,0
15639946,597,Alemanha,Mulher,39,8,162532.14,3,1,0,36051.46,1
15792176,698,Espanha,Mulher,40,0,92053.44,1,1,1,143681.83,0
15699450,723,França,Homem,48,7,0.0,2,1,1,150694.58,0
15729954,586,França,Mulher,28,5,0.0,3,1,0,170487.4,1
15600103,633,Alemanha,Mulher,29,8,104944.1,1,1,1,97684.46,0
15786200,564,França,Homem,31,4,0.0,2,1,0,53520.03,0
15797010,649,França,Mulher,31,2,0.0,2,1,0,15200.61,0
15670172,622,França,Mulher,30,4,107879.04,1,0,1,196894.62,0
15627352,459,Alemanha,Homem,46,7,110356.42,1,1,0,4969.13,1
15622494,718,França,Homem,27,2,0.0,2,0,0,26229.24,0
15585835,655,Espanha,Mulher,34,4,109783.69,2,1,0,134034.32,0
15595071,696,França,Homem,22,9,149777.0,1,1,1,198032.93,0
15628203,637,França,Mulher,38,3,104339.56,1,0,0,119882.86,0
15667190,630,Espanha,Mulher,21,1,85818.18,1,1,1,133102.3,0
15780212,592,França,Homem,37,4,212692.97,1,0,0,176395.02,0
15766869,634,Alemanha,Homem,37,1,89696.84,2,1,1,193179.88,0
15775741,608,França,Mulher,28,9,0.0,2,1,1,125062.02,0
15628170,565,Alemanha,Mulher,32,9,68067.24,1,1,0,143287.58,0
15701318,763,Espanha,Homem,67,9,148564.66,1,0,1,87236.4,0
15710928,665,França,Mulher,55,8,136354.16,1,1,1,93769.89,0
15682547,649,França,Homem,38,1,122214.0,1,0,1,88965.46,0
15631170,695,França,Homem,45,3,0.0,2,1,1,30793.61,0
15648702,775,Alemanha,Homem,70,6,119684.88,2,1,1,74532.02,0
15783444,788,França,Mulher,39,3,135139.33,1,0,1,113086.08,0
15809178,569,Alemanha,Mulher,42,9,146100.75,1,1,0,32574.01,1
15806688,726,Espanha,Mulher,56,8,123110.9,3,0,1,130113.78,1
15576824,564,Alemanha,Mulher,44,3,111760.4,3,1,1,104722.47,1
15675422,544,França,Mulher,32,9,110728.39,1,1,1,14559.62,0
15681550,614,França,Mulher,41,8,121558.46,1,1,1,598.8,0
15812628,453,Alemanha,Mulher,38,8,120623.21,1,1,0,129697.99,0
15597951,471,França,Mulher,58,4,114713.57,1,1,1,36315.03,0
15807045,829,Alemanha,Mulher,37,3,103457.76,1,0,0,1114.12,0
15581748,754,Alemanha,Homem,57,2,101134.87,2,1,1,70954.41,0
15770420,749,Alemanha,Homem,46,10,78136.36,2,1,1,73470.98,0
15608230,667,França,Homem,23,1,0.0,2,1,0,91573.19,0
15730339,670,Espanha,Homem,30,3,133446.34,1,0,0,3154.95,0
15712584,670,França,Mulher,33,7,0.0,2,1,1,88187.81,0
15592816,623,Alemanha,Mulher,48,1,108076.33,1,1,0,118855.26,1
15641480,571,França,Homem,32,5,131354.25,1,1,0,125256.53,0
15708505,641,Alemanha,Mulher,37,7,62974.64,2,0,1,39016.43,0
15791131,551,Alemanha,Mulher,30,2,143340.44,1,1,0,145796.49,0
15618225,741,Alemanha,Homem,36,8,116993.43,2,1,0,168816.22,0
15644724,472,França,Homem,31,4,58662.92,2,0,1,73322.0,0
15662098,650,Espanha,Homem,41,3,128808.65,3,0,0,113677.53,1
15723894,625,França,Homem,45,7,137555.44,1,0,0,124607.7,0
15787699,650,Alemanha,Homem,34,4,142393.11,1,1,1,11276.48,0
15687738,535,França,Mulher,38,8,0.0,2,1,0,136620.64,0
15576126,649,França,Mulher,41,2,125785.23,1,1,1,70523.92,0
15658889,689,França,Homem,22,4,136444.25,1,1,0,51980.25,1
15667046,694,Espanha,Homem,38,7,121527.4,1,1,0,113481.02,0
15669957,655,Alemanha,Homem,52,9,144696.75,1,1,1,49025.79,0
15655794,620,França,Homem,36,8,0.0,2,1,1,145937.99,0
15599829,577,França,Mulher,35,10,0.0,2,1,1,25161.61,0
15753332,401,Alemanha,Homem,48,8,128140.17,1,1,0,175753.55,1
15671124,599,França,Homem,25,6,120383.41,1,1,1,24903.09,0
15767474,481,França,Mulher,57,9,0.0,3,1,1,169719.35,1
15720671,704,França,Homem,42,8,129735.3,2,1,1,179565.57,0
15626787,698,Espanha,Mulher,31,8,185078.26,1,0,0,115337.74,1
15774491,480,França,Mulher,28,6,0.0,2,0,0,48131.92,0
15579647,682,França,Homem,42,0,0.0,1,1,1,160828.98,0
15625522,700,Espanha,Homem,31,7,0.0,2,0,1,145151.96,0
15765806,492,França,Homem,29,1,144591.96,1,1,1,196293.76,0
15566708,444,França,Mulher,45,4,0.0,2,1,0,161653.5,1
15668347,624,França,Homem,36,6,0.0,2,0,0,84635.64,0
15575214,709,França,Homem,37,7,0.0,1,1,0,159486.76,0
15591123,557,Alemanha,Homem,68,2,100194.44,1,1,1,38596.34,0
15573280,646,Alemanha,Homem,50,6,145295.31,2,1,1,27814.74,0
15589018,719,Alemanha,Homem,28,3,106070.29,2,1,1,183893.31,0
15654495,706,Alemanha,Mulher,47,6,120621.89,1,1,1,140803.7,0
15597265,660,França,Homem,38,7,0.0,2,0,1,146585.53,0
15733876,667,França,Homem,36,9,0.0,2,1,1,40062.29,0
15677217,705,França,Homem,30,1,0.0,1,1,1,181300.32,0
15747265,598,Alemanha,Mulher,27,10,171283.91,1,1,1,84136.12,0
15713379,669,França,Homem,26,4,0.0,2,1,1,197594.34,0
15730433,580,Alemanha,Mulher,38,1,128218.47,1,1,0,125953.83,1
15693347,676,França,Mulher,32,5,0.0,2,1,1,75465.41,0
15715465,714,Alemanha,Homem,28,7,77776.39,1,1,0,177737.07,0
15680736,597,Alemanha,Mulher,72,6,124978.19,2,1,1,7144.46,0
15610765,559,França,Homem,29,1,0.0,2,0,0,155639.76,0
15650034,564,França,Mulher,28,1,0.0,1,1,1,162428.05,0
15782468,850,Espanha,Homem,51,3,109799.55,2,1,1,12457.76,1
15685109,689,França,Homem,39,7,0.0,2,0,0,14917.09,0
15776233,758,Alemanha,Mulher,61,8,125397.21,1,1,0,182184.09,1
15761141,604,Espanha,Mulher,71,10,0.0,2,1,1,129984.2,0
15781702,733,Alemanha,Homem,38,9,111347.37,2,0,1,194872.97,0
15790235,778,Espanha,Homem,40,8,104291.41,2,1,1,117507.11,0
15641416,732,Alemanha,Mulher,61,9,94867.18,2,1,1,157527.6,1
15775234,646,França,Homem,24,8,0.0,2,0,0,92612.88,0
15659475,597,França,Mulher,33,6,135703.59,2,0,0,74850.84,0
